Zeit,LOAD,Random
2013/10/25 15:45:57,0.06,-572
2013/10/25 15:46:02,0.06,-572
2013/10/25 15:46:07,0.05,-573
2013/10/25 15:46:12,0.05,-572
2013/10/25 15:46:17,0.04,-570
2013/10/25 15:46:22,0.04,-575
2013/10/25 15:46:27,0.04,-571
2013/10/25 15:46:32,0.03,-568
2013/10/25 15:46:37,0.03,-573
2013/10/25 15:46:42,0.03,-577
2013/10/25 15:46:47,0.03,-574
2013/10/25 15:46:52,0.10,-573
2013/10/25 15:46:57,0.10,-577
2013/10/25 15:47:02,0.09,-578
2013/10/25 15:47:07,0.08,-575
2013/10/25 15:47:12,0.08,-576
2013/10/25 15:47:17,0.07,-573
2013/10/25 15:47:23,0.06,-570
2013/10/25 15:47:28,0.38,-568
2013/10/25 15:47:33,0.32,-564
2013/10/25 15:47:38,0.30,-562
2013/10/25 15:47:43,0.27,-560
2013/10/25 15:47:48,0.25,-560
2013/10/25 15:47:53,0.23,-558
2013/10/25 15:47:58,0.29,-558
2013/10/25 15:48:03,0.27,-555
2013/10/25 15:48:08,0.25,-556
2013/10/25 15:48:13,0.23,-553
2013/10/25 15:48:18,0.21,-555
2013/10/25 15:48:23,0.19,-555
2013/10/25 15:48:28,0.18,-558
2013/10/25 15:48:33,0.16,-555
2013/10/25 15:48:38,0.15,-556
2013/10/25 15:48:43,0.14,-553
2013/10/25 15:48:48,0.37,-555
2013/10/25 15:48:53,0.34,-556
2013/10/25 15:48:58,0.31,-559
2013/10/25 15:49:03,0.37,-556
2013/10/25 15:49:08,0.34,-560
2013/10/25 15:49:14,0.31,-558
2013/10/25 15:49:19,0.28,-559
2013/10/25 15:49:24,0.26,-556
2013/10/25 15:49:29,0.24,-555
2013/10/25 15:49:34,0.22,-552
2013/10/25 15:49:39,0.20,-557
2013/10/25 15:49:44,0.19,-560
2013/10/25 15:49:49,0.17,-558
2013/10/25 15:49:54,0.16,-554
2013/10/25 15:49:59,0.15,-556
2013/10/25 15:50:04,0.45,-558
2013/10/25 15:50:09,0.42,-556
2013/10/25 15:50:14,0.38,-552
2013/10/25 15:50:19,0.35,-551
2013/10/25 15:50:24,0.33,-548
2013/10/25 15:50:29,0.30,-546
2013/10/25 15:50:34,0.28,-546
2013/10/25 15:50:39,0.25,-550
2013/10/25 15:50:44,0.23,-547
2013/10/25 15:50:49,0.21,-545
2013/10/25 15:50:54,0.20,-550
2013/10/25 15:51:00,0.34,-547
2013/10/25 15:51:05,0.31,-551
2013/10/25 15:51:10,0.37,-548
2013/10/25 15:51:15,0.34,-553
2013/10/25 15:51:20,0.31,-556
2013/10/25 15:51:25,0.29,-557
2013/10/25 15:51:30,0.26,-557
2013/10/25 15:51:35,0.24,-554
2013/10/25 15:51:40,0.22,-552
2013/10/25 15:51:45,0.21,-551
2013/10/25 15:51:50,0.19,-547
2013/10/25 15:51:55,0.17,-552
2013/10/25 15:52:00,0.16,-550
2013/10/25 15:52:05,0.31,-550
2013/10/25 15:52:10,0.28,-552
2013/10/25 15:52:15,0.26,-549
2013/10/25 15:52:20,0.24,-546
2013/10/25 15:52:25,0.22,-549
2013/10/25 15:52:30,0.20,-550
2013/10/25 15:52:35,0.19,-546
2013/10/25 15:52:40,0.17,-544
2013/10/25 15:52:45,0.16,-547
2013/10/25 15:52:51,0.14,-543
2013/10/25 15:52:56,0.13,-545
2013/10/25 15:53:01,0.28,-545
2013/10/25 15:53:06,0.58,-544
2013/10/25 15:53:11,0.53,-544
2013/10/25 15:53:16,0.49,-544
2013/10/25 15:53:21,0.45,-545
2013/10/25 15:53:26,0.42,-548
2013/10/25 15:53:31,0.38,-544
2013/10/25 15:53:36,0.35,-542
2013/10/25 15:53:41,0.32,-541
2013/10/25 15:53:46,0.30,-543
2013/10/25 15:53:51,0.27,-542
2013/10/25 15:53:56,0.25,-547
2013/10/25 15:54:01,0.23,-548
2013/10/25 15:54:06,0.21,-553
2013/10/25 15:54:11,0.20,-550
2013/10/25 15:54:16,0.18,-553
2013/10/25 15:54:21,0.17,-552
2013/10/25 15:54:26,0.15,-551
2013/10/25 15:54:31,0.14,-548
2013/10/25 15:54:37,0.13,-544
2013/10/25 15:54:42,0.12,-544
2013/10/25 15:54:47,0.11,-546
2013/10/25 15:54:52,0.10,-545
2013/10/25 15:54:57,0.09,-547
2013/10/25 15:55:02,0.09,-547
2013/10/25 15:55:07,0.16,-552
2013/10/25 15:55:12,0.31,-549
2013/10/25 15:55:17,0.52,-550
2013/10/25 15:55:22,0.56,-546
2013/10/25 15:55:27,0.52,-545
2013/10/25 15:55:32,0.47,-544
2013/10/25 15:55:37,0.44,-541
2013/10/25 15:55:42,0.40,-537
2013/10/25 15:55:47,0.37,-541
2013/10/25 15:55:52,0.34,-541
2013/10/25 15:55:57,0.31,-537
2013/10/25 15:56:02,0.29,-540
2013/10/25 15:56:07,0.26,-538
2013/10/25 15:56:12,0.24,-536
2013/10/25 15:56:17,0.22,-538
2013/10/25 15:56:22,0.21,-535
2013/10/25 15:56:28,0.19,-538
2013/10/25 15:56:33,0.17,-535
2013/10/25 15:56:38,0.16,-533
2013/10/25 15:56:43,0.15,-530
2013/10/25 15:56:48,0.14,-527
2013/10/25 15:56:53,0.12,-528
2013/10/25 15:56:58,0.27,-526
2013/10/25 15:57:03,0.25,-522
2013/10/25 15:57:08,0.23,-518
2013/10/25 15:57:13,0.21,-521
2013/10/25 15:57:18,0.20,-523
2013/10/25 15:57:23,0.34,-522
2013/10/25 15:57:28,0.39,-523
2013/10/25 15:57:33,0.48,-528
2013/10/25 15:57:38,0.44,-532
2013/10/25 15:57:43,0.41,-533
2013/10/25 15:57:48,0.37,-537
2013/10/25 15:57:53,0.34,-540
2013/10/25 15:57:58,0.32,-545
2013/10/25 15:58:03,0.29,-542
2013/10/25 15:58:08,0.27,-546
2013/10/25 15:58:13,0.25,-544
2013/10/25 15:58:19,0.23,-541
2013/10/25 15:58:24,0.21,-537
2013/10/25 15:58:29,0.19,-533
2013/10/25 15:58:34,0.18,-529
2013/10/25 15:58:39,0.16,-525
2013/10/25 15:58:44,0.23,-527
2013/10/25 15:58:49,0.29,-525
2013/10/25 15:58:54,0.43,-521
2013/10/25 15:58:59,0.47,-520
2013/10/25 15:59:04,0.44,-523
2013/10/25 15:59:09,0.48,-525
2013/10/25 15:59:14,1.16,-526
2013/10/25 15:59:19,1.23,-529
2013/10/25 15:59:24,1.21,-527
2013/10/25 15:59:29,1.19,-530
2013/10/25 15:59:34,1.18,-530
2013/10/25 15:59:39,1.16,-535
2013/10/25 15:59:44,1.07,-534
2013/10/25 15:59:49,1.15,-535
2013/10/25 15:59:54,1.05,-535
2013/10/25 16:00:00,0.97,-537
2013/10/25 16:00:05,0.97,-537
2013/10/25 16:00:10,0.97,-534
2013/10/25 16:00:15,0.90,-536
2013/10/25 16:00:20,0.90,-534
2013/10/25 16:00:25,0.91,-533
2013/10/25 16:00:30,0.84,-538
2013/10/25 16:00:35,0.77,-542
2013/10/25 16:00:40,0.71,-544
2013/10/25 16:00:45,0.65,-542
2013/10/25 16:00:50,0.60,-541
2013/10/25 16:00:55,0.63,-537
2013/10/25 16:01:00,0.58,-534
2013/10/25 16:01:05,0.54,-531
2013/10/25 16:01:10,0.49,-535
2013/10/25 16:01:15,0.45,-532
2013/10/25 16:01:20,0.42,-531
2013/10/25 16:01:25,0.38,-531
2013/10/25 16:01:30,0.35,-536
2013/10/25 16:01:35,0.32,-535
2013/10/25 16:01:40,0.30,-531
2013/10/25 16:01:46,0.27,-532
2013/10/25 16:01:51,0.25,-531
2013/10/25 16:01:56,0.23,-529
2013/10/25 16:02:01,0.21,-533
2013/10/25 16:02:06,0.20,-538
2013/10/25 16:02:11,0.18,-542
2013/10/25 16:02:16,0.17,-547
2013/10/25 16:02:21,0.15,-547
2013/10/25 16:02:26,0.14,-547
2013/10/25 16:02:31,0.13,-547
2013/10/25 16:02:36,0.12,-552
2013/10/25 16:02:41,0.11,-553
2013/10/25 16:02:46,0.10,-556
2013/10/25 16:02:51,0.17,-555
2013/10/25 16:02:56,0.16,-560
2013/10/25 16:03:01,0.15,-564
2013/10/25 16:03:06,0.14,-569
2013/10/25 16:03:11,0.12,-571
2013/10/25 16:03:16,0.11,-572
2013/10/25 16:03:21,0.11,-570
2013/10/25 16:03:26,0.10,-573
2013/10/25 16:03:32,0.09,-569
2013/10/25 16:03:37,0.40,-569
2013/10/25 16:03:42,0.53,-569
2013/10/25 16:03:47,1.21,-566
2013/10/25 16:03:52,1.35,-568
2013/10/25 16:03:57,1.24,-568
2013/10/25 16:04:02,1.54,-571
2013/10/25 16:04:07,1.82,-568
